r_A_r_C,delta_chi_pauling,delta_chi_mulliken,delta_size,entropy_mixing,n_components,vec,delta_hmix,omega,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,label
2.4561403508771926,0.2831077533378413,0.2309085316743407,0.07126349477750842,11.52565131835077,4.0,7.0,-0.6411999999999998,34.03770015038837,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2
1.9928825622775799,0.3985285435197835,0.30647185841443914,0.07706906700251856,11.52565131835077,4.0,5.5,-1.2705999999999997,11.962648211363168,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,2
2.357894736842105,0.30629846555280027,0.2122940178149163,0.0639598211830034,11.52565131835077,4.0,8.5,-0.7505499999999996,32.265066930899756,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,2
2.2857142857142856,0.3089801773577068,0.21760055146988944,0.09316499763684344,11.52565131835077,4.0,6.25,-0.7637499999999995,22.660826397274615,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2
2.222222222222222,0.30376800358168066,0.18046814123273947,0.05695515910479094,11.52565131835077,4.0,6.75,-0.7381999999999995,26.247711423140682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,2
2.4724061810154523,0.2948198602536809,0.28796701199963864,0.06991208663184592,11.52565131835077,4.0,6.5,-0.6953499999999996,28.819515276071755,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,2
2.3728813559322033,0.36751700640922713,0.22376047461515625,0.060816525823759834,11.52565131835077,4.0,7.5,-1.0805499999999992,20.63534777704078,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2
2.2764227642276422,0.4179339062579153,0.3273377460666582,0.10443278519239944,11.52565131835077,4.0,7.0,-1.3973499999999996,18.28836754257219,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,2
2.1212121212121215,0.3682645109157274,0.31420534686729956,0.07086472323435494,11.52565131835077,4.0,5.5,-1.0849499999999994,17.569460872977917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,2
2.2399999999999998,0.29217931138258224,0.23436083290515933,0.06523802572120033,11.52565131835077,4.0,5.75,-0.6829499999999996,28.143296404956022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,2
1.978798586572438,0.4954291069366029,0.32791004864139195,0.07586894188545545,11.52565131835077,4.0,5.5,-1.9635999999999993,10.676899443919359,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2
2.393162393162393,0.2975315109362367,0.28154706533721857,0.060737907707486695,11.52565131835077,4.0,5.75,-0.7081999999999996,30.013564192745697,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,2
2.429501084598698,0.2831077533378413,0.23509306667785848,0.08031890924760784,11.52565131835077,4.0,7.25,-0.6411999999999998,33.15871644878614,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,2
2.2444889779559114,0.2691073205990502,0.21891779278989637,0.06643520823346998,11.52565131835077,4.0,7.0,-0.5793499999999998,34.64807539021777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,2
2.2090729783037473,0.13114877048603996,0.050682837331783206,0.053327439189726863,11.52565131835077,4.0,7.75,-0.1375999999999999,154.76076683915593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,2
2.2857142857142856,0.29912372022292044,0.20615528128088303,0.01682900255354153,11.52565131835077,4.0,7.5,-0.7158,38.25781996703189,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,2
2.445414847161572,0.3148412298286232,0.26508253431714435,0.07525627921228853,11.52565131835077,4.0,6.25,-0.7929999999999994,24.39135944824247,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2
2.3728813559322033,0.30227264183184016,0.21277922830953214,0.060816525823759834,11.52565131835077,4.0,6.75,-0.7309499999999995,29.292294211779517,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2
2.149712092130518,0.3774917217635374,0.29159046623646667,0.07568807736326431,11.52565131835077,4.0,5.25,-1.1399999999999997,18.17084646770955,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,2
2.097378277153558,0.28098042636454235,0.21569654610122993,0.10989813296720011,11.52565131835077,4.0,5.75,-0.6316,24.316368782434072,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,2
2.309278350515464,0.27188002868912603,0.23794694786863732,0.029376921337680467,11.52565131835077,4.0,8.0,-0.59135,44.18669840844344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,2
2.2672064777327936,0.3675170064092272,0.2761340254296815,0.10377332484191328,11.52565131835077,4.0,6.25,-1.0805499999999992,21.35266770777891,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2
2.3333333333333335,0.294819860253681,0.22431841208425135,0.06744339190099437,11.52565131835077,4.0,8.5,-0.6953499999999999,36.82373907938171,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,2
2.357894736842105,0.2570019455179278,0.3156342820417326,0.12424620361835369,11.52565131835077,4.0,4.75,-0.5283999999999996,39.13900916556154,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
2.3779193205944797,0.22073740054644106,0.24944939366532848,0.11208502092412322,11.52565131835077,4.0,4.75,-0.3897999999999997,38.264837127657,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2
2.0817843866171004,0.14720309100015527,0.1296871234934293,0.10064673881547131,11.52565131835077,4.0,6.75,-0.17334999999999995,89.49417257446267,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,2
2.2672064777327936,0.384341970125564,0.35187888541371737,0.10377332484191328,11.52565131835077,4.0,5.5,-1.1817499999999992,18.77410831839165,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2
2.2857142857142856,0.310604249809947,0.19949937343260002,0.01682900255354153,11.52565131835077,4.0,7.75,-0.7717999999999997,32.95219253572534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,2
2.1333333333333333,0.40009373901624595,0.3134485603731496,0.06886181898104847,11.52565131835077,4.0,6.75,-1.2805999999999993,16.40173264194869,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,2
2.074074074074074,0.26706740722147276,0.2817800560721075,0.0828173324999922,11.52565131835077,4.0,4.25,-0.5705999999999998,36.97510143624965,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,2
2.4034334763948495,0.20029665498954288,0.27178806081209683,0.11216424330791394,11.52565131835077,4.0,5.0,-0.32094999999999985,48.64600535011971,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,2
2.424242424242424,0.2831077533378413,0.23509306667785848,0.08225108225108224,11.52565131835077,4.0,7.5,-0.6411999999999998,33.66201999980582,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2
2.2903885480572597,0.2998645527567404,0.1932614809008769,0.09369088907120901,11.52565131835077,4.0,7.5,-0.7193499999999994,25.245157932128237,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,2
2.2090729783037473,0.2372103496898902,0.24169971038460106,0.11315037088176302,11.52565131835077,4.0,4.75,-0.45014999999999983,41.42154962022643,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,2
2.2950819672131146,0.2839344114403888,0.20211382931407737,0.09345700205730634,11.52565131835077,4.0,7.0,-0.6449499999999998,30.684287859355354,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,2
2.309278350515464,0.2309761892490219,0.2488473427625861,0.09712631516135152,11.52565131835077,4.0,5.75,-0.42679999999999985,40.108213400415956,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,2
2.1832358674463936,0.28394541729001355,0.359513560244951,0.12234201391433294,11.52565131835077,4.0,4.0,-0.6449999999999995,34.78423698651415,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0
2.2047244094488185,0.13114877048603996,0.050682837331783206,0.052526236472938255,11.52565131835077,4.0,8.0,-0.1375999999999999,157.10610286323896,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,2
2.149712092130518,0.3282815102926145,0.19098429254784274,0.1106438928317262,11.52565131835077,4.0,6.75,-0.8621499999999997,22.793290608116994,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,2
2.4034334763948495,0.3274522866006588,0.2583118270617898,0.05742097922858216,11.52565131835077,4.0,7.25,-0.8577999999999999,28.706637959496877,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,2
2.3140495867768593,0.2608160271148996,0.2526237320601531,0.0967330571133853,11.52565131835077,4.0,6.0,-0.5442000000000002,36.079079680436394,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,2
2.3529411764705883,0.3486671048435742,0.24813051001438738,0.06427335521335442,11.52565131835077,4.0,7.25,-0.9725499999999998,24.02308137106457,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,2
2.2003929273084477,0.22830900113661745,0.24833193511910634,0.11700726066269619,11.52565131835077,4.0,4.75,-0.4169999999999999,42.1024856401937,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,2
2.2718052738336714,0.2839344114403888,0.2102974084481309,0.09239790648219362,11.52565131835077,4.0,7.25,-0.6449499999999998,29.810414924294726,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,2
2.3236514522821574,0.34895379350280736,0.24055924426219832,0.026568980238310565,11.52565131835077,4.0,7.0,-0.9741499999999995,24.853239397759726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,2
2.3529411764705883,0.30629846555280027,0.2122940178149163,0.06536281170631951,11.52565131835077,4.0,8.75,-0.7505499999999996,32.69504259796234,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2
2.348008385744235,0.3486671048435742,0.24813051001438738,0.06559533688537528,11.52565131835077,4.0,7.5,-0.9725499999999997,24.35490825596902,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2
2.258064516129032,0.36017356926904,0.28235615806991005,0.1092436869689037,11.52565131835077,4.0,6.25,-1.0377999999999992,21.182743343665788,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,2
2.141491395793499,0.3682645109157274,0.2989147035527025,0.08010080331033805,11.52565131835077,4.0,5.25,-1.0849499999999994,18.088935825249777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,2
2.3529411764705883,0.11031205736455106,0.05830951894845306,0.06536281170631951,11.52565131835077,4.0,8.0,-0.09735000000000002,242.9680702159162,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2
2.362869198312236,0.23695991222145574,0.229891278651453,0.1134542587320569,11.52565131835077,4.0,5.75,-0.44920000000000004,37.476968960075894,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,2
2.1832358674463936,0.11554220008291342,0.15303185942802894,0.12234201391433294,11.52565131835077,4.0,4.75,-0.10679999999999998,218.37224197268526,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,2
2.3284823284823286,0.20328551350256116,0.2656124997058686,0.09633208181457872,11.52565131835077,4.0,4.25,-0.3305999999999998,50.90408841865374,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,2
2.3284823284823286,0.17102631376487068,0.18046814123273952,0.09633208181457872,11.52565131835077,4.0,5.0,-0.23399999999999996,75.70604366490639,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,2
2.2003929273084477,0.28539446385660666,0.34256386265921285,0.11700726066269619,11.52565131835077,4.0,4.0,-0.6515999999999995,25.58381510985206,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,2
2.0626151012891345,0.45090880452703513,0.2756242913823091,0.10038099502697347,11.52565131835077,4.0,5.5,-1.6265499999999993,12.55807417475464,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2
2.0253164556962027,0.37271805698141325,0.2583964976542833,0.10285182712882368,11.52565131835077,4.0,4.25,-1.11135,14.04395453639956,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,2
2.450765864332604,0.2982448658401347,0.22531921799970817,0.07384917737718248,11.52565131835077,4.0,7.5,-0.7115999999999996,28.380053738075084,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2
2.149712092130518,0.365607371369889,0.31877695964420016,0.07948667654836337,11.52565131835077,4.0,5.75,-1.0693499999999996,19.496388019340493,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,2
2.1374045801526713,0.31136794953880526,0.1950640920313116,0.1368734433361917,11.52565131835077,4.0,6.25,-0.7755999999999997,17.334915425656444,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,2
2.3236514522821574,0.33025558284455997,0.25202926417382565,0.026568980238310565,11.52565131835077,4.0,6.75,-0.87255,29.98478997496561,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,2
2.4999999999999996,0.2948198602536809,0.2766767066451385,0.055039410740794416,11.52565131835077,4.0,6.25,-0.6953499999999996,29.630048603845324,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2
2.018018018018018,0.4106930118713977,0.28429737951659,0.09021612805131567,11.52565131835077,4.0,5.25,-1.3493499999999996,12.489360963730343,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,2
2.2718052738336714,0.436541807848916,0.3166228039797513,0.10443785526860853,11.52565131835077,4.0,7.5,-1.5245499999999992,15.693498599061005,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2
2.1917808219178085,0.36037307058102985,0.3415406271587613,0.109920521878541,11.52565131835077,4.0,5.5,-1.0389499999999994,17.372233334861505,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,2
2.0550458715596327,0.44164465353947163,0.28252212302756047,0.10188031054606785,11.52565131835077,4.0,5.5,-1.5603999999999996,12.392438797335943,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,2
2.398286937901499,0.27358728040608915,0.23606143268225754,0.05852526924503831,11.52565131835077,4.0,6.0,-0.5988000000000003,39.69882405494063,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,2
2.258064516129032,0.3750333318519834,0.3588436288970448,0.1092436869689037,11.52565131835077,4.0,5.5,-1.125199999999999,18.74966979708068,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,2
2.1917808219178085,0.3759903589189488,0.31043316510965774,0.109920521878541,11.52565131835077,4.0,6.25,-1.1309499999999995,16.742742304819426,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,2
2.2090729783037473,0.4196427051671457,0.3236800117399899,0.0704282882499295,11.52565131835077,4.0,6.25,-1.4087999999999998,19.002843980479312,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,2
2.2090729783037473,0.12,0.058470077817632485,0.053327439189726863,11.52565131835077,4.0,7.5,-0.1152,201.80144835413594,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,2
2.0326678765880217,0.3825245090187033,0.25173150378925563,0.10194081067138748,11.52565131835077,4.0,4.25,-1.1706,14.263559647712112,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,2
2.398286937901499,0.266364412037344,0.25053692342646827,0.05976567767431632,11.52565131835077,4.0,7.0,-0.5675999999999999,38.9508533454201,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,2
2.3728813559322033,0.3274522866006588,0.27120103244641236,0.06645926754812764,11.52565131835077,4.0,7.75,-0.8578,28.425819455703998,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,2
2.1333333333333333,0.04656984002549283,0.148660687473185,0.10562415720389924,11.52565131835077,4.0,8.0,-0.017349999999999956,1261.8429209917776,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1
2.450765864332604,0.2879670119996386,0.27353016287056897,0.07280439719743595,11.52565131835077,4.0,5.75,-0.6634,31.613016489103195,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,2
2.450765864332604,0.2831077533378413,0.2309085316743407,0.07384917737718248,11.52565131835077,4.0,7.25,-0.6411999999999998,34.54100370140806,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2
2.196078431372549,0.4289740668152329,0.3202635633349507,0.07614308956450036,11.52565131835077,4.0,6.75,-1.472149999999999,16.338216522569248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,2
2.196078431372549,0.34966948680146515,0.32158785735783,0.11057154650879746,11.52565131835077,4.0,5.75,-0.9781500000000001,21.024312739406348,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,2
2.393162393162393,0.3079772718886898,0.21891779278989637,0.060737907707486695,11.52565131835077,4.0,6.5,-0.7587999999999996,29.180190758676428,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,2
2.066420664206642,0.4320517908769734,0.30408674749156694,0.10259364409193983,11.52565131835077,4.0,6.75,-1.4933499999999993,14.249327851143484,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,2
2.1663442940038684,0.23657715443381253,0.24539508960042383,0.08499641215752347,11.52565131835077,4.0,4.25,-0.44774999999999987,45.91662463515611,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0
2.338204592901879,0.03674234614174763,0.08440971508067065,0.09039931145975351,11.52565131835077,4.0,5.25,-0.010799999999999975,2239.2312850675517,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,2
2.2535211267605635,0.4179339062579153,0.34003676271838607,0.10249726862736439,11.52565131835077,4.0,7.25,-1.3973499999999996,17.885029546030626,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,2
2.1374045801526713,0.05539629951540076,0.1555634918610404,0.1067338278939662,11.52565131835077,4.0,7.5,-0.024549999999999923,958.1548584774812,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1
2.0107719928186714,0.3985285435197835,0.2923183196448694,0.09103236864694589,11.52565131835077,4.0,5.25,-1.2705999999999997,12.406221601468118,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,2
2.445414847161572,0.2879670119996386,0.27353016287056897,0.07525627921228853,11.52565131835077,4.0,6.0,-0.6634,32.0994775034442,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
2.3779193205944797,0.3486671048435742,0.2354118731075389,0.05895305043275931,11.52565131835077,4.0,7.0,-0.9725499999999998,24.60259332362984,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,2
2.4190064794816415,0.2975315109362367,0.27040478915877214,0.0512475616315536,11.52565131835077,4.0,5.5,-0.7081999999999996,30.809390724046672,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,2
